源声编码,源声描述,源声来源,观点编号,观点类别
201701ecm0046631,手机收到 用了几天 感觉还不错，曾经用过vivo的手机 就是因为质量好 才买的，送的移动电源 音响 都很好，耳机音质也很棒,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0046634,查过了，是正品，专门试用了两天才来评价的，外观特别漂亮，是我喜欢的款式，另外指纹解锁特别给力，秒杀我以前用的其他牌子的手机。像素也特别清晰，以前用的是vivo的x5感觉x5的像素都已经很好了。但x9似乎比x5更给力哦。送的东西不少，但是蓝牙耳机不知道为什么老是连接不上，有点郁闷，其他东西都还很不错，支持国产,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0046644,非常好，差不多可以用两天！现在特别省电！就是没有128个G的有点美中不足！,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0046645,手机收到差不多用了几个星期了，指纹解锁很快，像素很高，自拍美美哒，?,Etianmao_hw,VPAD0363E001,指纹解锁快/灵敏
201701ecm0046656,差评！卡的不得了！,Ejd,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701ecm0046668,差评是肯定的！下单时说第二天能收到，可是第二天一直没有得到系统确认，客服说会因为天气原因影响，影响个毛，我就在北京，一没下雪二没下刀子，和天气有机毛关系！最后说是缺赠品，早干嘛呢，缺，你还要提示让下单！最后直接影响了我得行程，还生一肚子气！客服还给我一个劲的发表情，啥意思，你们的工作没做好，发表情是让我看你们脸色？ 用后，首先照相还可以，但拍后因为手抖的原因总是有模糊！其次是外喇叭，什么立体声，那声音就和没低音似的，开大了我都怕烧了，而且刺耳！第三，待电也太次了吧，半天就没多少了！和oppo比起来差远了！第四，用了一天腾讯视频总出现黑屏！第五，内存问题，说是6G+64G，储存量剩四十多可以理解，系统占用了嘛，那么运行内存呢？变4G了，和其它的不是一样吗？广告语还说：照亮你的美！ 我们美的起来吗？想支持国产，你们做的这是什么？还有同样是国产，差距为什么这么大！,Ejd,VPAD0101E002,待机或使用时间短
201701ecm0046680,产品是正品，总体还不错，就是快递有点慢可能受天气影响吧！,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0046682,产品很好用。拍照效果杠杠的。玩游戏也很流畅，电池也很耐用。值得购买。下次在来买。希望店家生意红红火火。嗯，送的小礼物，也很喜欢。大战。,Etianmao_hw,VPAD0082E002,拍照效果好
201701ecm0046684,产品充电很快，说不错，照片效果特别好，拿起来很好，机身颜色很牛逼,Esuning_hw,VPAD0165E001,充电快
201701ecm0046685,产品质量不错，外观大气上档次，运行速度快，外形设计美观大方，请网友们放心购买，很愉快的一次购物，有需要还会购买的。,Ejd,VPAD0284E001,质量好
201701ecm0046691,产品不错就是物流比预期的要慢,Ejd,VPAD0275E001,喜爱/好用
201701ecm0046694,产品处理速度很强大，狠喜欢，前置双摄像头屏幕刚刚好，看着很不错，造型很大气，家在小城市，昨晚买的，第二天就到了。,Esuning_hw,VPAD0001E001,性能整体感受好
201701ecm0046695,产品处理速度够用，小妹使用后觉得手感不错，也很方便，2000万自拍效果不错。做工很好，尺寸刚刚好真不错，快递很快。,Esuning_hw,VPAD0001E001,性能整体感受好
201701ecm0046709,产品快充很流畅，老公不错，拍照非常清晰拿着很有质感，尺寸刚刚好觉得很满意，赠品特别多,Esuning_hw,VPAD0079E002,拍照清晰
201701ecm0046710,产品快充很流畅，嫂子觉得很好，2000万自拍很清楚，用起来很好，设计漂亮，易购购物还是不错的。,Esuning_hw,VPAD0165E001,充电快
201701ecm0046711,产品拍照性能很强劲，小妹觉得不错，屏幕特别清，用起来很舒服颜色很漂亮，客服态度很好，就冲这个也要给好评。,Esuning_hw,VPAD0275E001,喜爱/好用
201701ecm0046712,产品闪充速度特别快老公觉得非常不错，2000万自拍非常清楚，手感很好，颜色真心好，很完美的机器和物流,Esuning_hw,VPAD0165E001,充电快
201701ecm0046713,产品闪充超流畅不卡，嫂子觉得非常不错，前置2000万柔光自拍效果特别好，手感很不错，机身颜色真心好，送货超级快,Esuning_hw,VPAD0165E001,充电快
201701ecm0046718,产品响应不卡，送给弟弟的说好用，屏幕显示效果特别好，看着很好，很有档次真心喜欢，客服很耐心，也很细致。,Esuning_hw,VPAD0001E001,性能整体感受好
201701ecm0046719,产品响应够用，朋友相当喜欢，柔光自拍屏幕刚刚好，摸着很不错，颜色真心好，神速，几个小时就到了,Esuning_hw,VPAD0275E001,喜爱/好用
201701ecm0046723,产品指纹解锁棒棒哒，我说非常好，柔光自拍非常清晰看着很精细，颜色很漂亮，赠品特别多,Esuning_hw,VPAD0363E001,指纹解锁快/灵敏
201701ecm0046724,手机很好用 反应快 送货快 厂家还有原装高清贴膜,Ejd,VPAD0275E001,喜爱/好用
201701ecm0046726,超完美的手机，色彩显示非常饱满，音质也非常棒，运行效果也非常好，狠满意！非常不错的一款手机！赞！京东也送了很多小礼物，是很值得拥有的一款手机，好评！,Ejd,VPAD0275E001,喜爱/好用
201701ecm0046735,超薄，大小合适，拍照很清楚，音质非常好超喜欢。,Ejd,VPAD0385E001,外放音质好
201701ecm0046736,超薄，手感很好，音乐和拍照功能强大，老婆很喜欢这款手机，内存也够大。,Esuning_hw,VPAD0452E001,手感/握感好
201701ecm0046737,手机很棒，超薄大屏，显示清晰，拍照也很好，非常满意。,Ejd,VPAD0275E001,喜爱/好用
201701ecm0046741,超大屏，比我的苹果6看着都大气，触屏反应特别灵敏，超薄的机身，5&middot;5寸的屏，手感刚刚好，手机发来时电量十44%，电池挺耐用的，期待用几天的效果会和现在一样，就是物流太慢，顺丰竟然发了三天才给我送到。,Etianmao_hw,VPAD0452E001,手感/握感好
201701ecm0046742,超大屏，比我的苹果6看着都大气，触屏反应特别灵敏，超薄的机身，5&middot;5寸的屏，手感刚刚好，手机发来时电量十44%，电池挺耐用的，期待用几天的效果会和现在一样，顺丰就是快。卖家服务态度很好哦，还送很多小礼,Etianmao_hw,VPAD0452E001,手感/握感好
201701ecm0046744,超大屏幕看视频很爽，用着还蛮不错的,Ejd,VPAD0275E001,喜爱/好用
201701ecm0046747,超好哦好，看看照片晚上拍的相当清楚,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0046749,超好的，特意买了个128G的，双摄像头效果很清晰，反面背面的效果没正面好，哈哈。送了好多东西。都很好，只是那个自拍杆好像放不了这么大屏的。电池耐用，双引擎闪充也快。很满意，玫瑰金很漂亮。附上照片效果,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0046751,超火的vivo X9 真的好用 又薄又轻 前置2000万像+800万柔光双摄像头 拍出来的照片果然不是盖的 照亮你的美,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0046753,超级棒棒哒～~~??超级喜欢！像素超高，很清晰！,Ejd,VPAD0275E001,喜爱/好用
201701ecm0046755,手机收到了！！！超级薄的，就是有点大，不太习惯。拍照的话，我还没有运用得好，除了手机本身照片是别的手机拍，其他都是用x9拍的，白天晚上都有，就是晚上的场景比较难把握，希望可以在出游之前学会熟练操作吧！好贴心啊，钢化玻璃膜还帮我贴好了，省时省力啊简直。送的东西都很实用，赞赞赞赞赞赞！,Ejd,VPAD0275E001,喜爱/好用
201701ecm0046757,超级超级超级好看，2000万柔光自拍，照亮你的美哈哈哈哈。也挺大,Esuning_hw,VPAD0275E001,喜爱/好用
201701ecm0046759,超级给力，给女朋友买的，她特别喜欢，而且拍照的确挺棒的，京东快递超级给力的,Ejd,VPAD0275E001,喜爱/好用
201701ecm0046760,宝贝收到了，超级给力，一点儿都不卡，特地用了几天才过来评论的，拍照属实给力，音质很好，大礼包的东西也很给力，挺实用的。物流也很快，客服态度也很好，必须的好评啊！,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0046763,超级快的速度，手机也是很好用的，美美哒每一天哦,Ejd,VPAD0001E001,性能整体感受好
201701ecm0046764,超级快的物流！非常满意！奉上自拍！,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0046767,超级漂亮 抓起手感也很好 指纹解锁挺灵的 机子用着挺流畅的 待机时间也久 充电也挺快的 总之就是好好好 附张照片 x9 拍的,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0046769,超级清晰 一个半小时左右就充满了 只用了一天就到了 超级快 一个大箱子赠品好多 手机操作非常流畅 像素也很好 在论坛做好了功课才来买的 很满意,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046777,手机很好用，超快的，很喜欢，跟老公买一样的，内存大，音量也大，打游戏也不怕，相机也不错，直接好评，正品,Ejd,VPAD0275E001,喜爱/好用
201701ecm0046778,超级棒！超快的速度，轻，薄，相机也超赞！,Ejd,VPAD0275E001,喜爱/好用
201701ecm0046781,超漂亮的手机，还送了数码音箱，小包，移动电源，两个透明壳。一天就到了。很满意的一次购物。,Ejd,VPAD0459E001,外观好看
201701ecm0046789,彻底让你了解VIVO 9p（中关村在线安卓客户端）优点：屏幕尺寸刚刚好，整体外观不算太大，和iPhone 7p一样，音质没得说，系统也算好用，配置也不错...缺点：最大的缺点，IPS屏幕，9p在开启护眼模式的时候，看文字时，上下拉动有严重重影，拖影，字体发红，非常晃眼，连卖手机的人都没有发现这个问题！包括vivo9星空灰，也是这种情况！电池续航其实没有想象中的好，耗电其实很快！我用了2天我就退货了！...总结：购买的时候先看一下能不能接受护眼模式下的拖影现象，如果能接受，可以购买它...,Ezol,VPAD0385E001,外放音质好
201701ecm0046795,迟钝这个问题很严重 我有点怀疑是不是正品了,Etianmao_hw,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701ecm0046796,迟来的评价，已经实在这家店第三次买手机了，前两次给家人买的X7，感觉棒棒的，这回给自己换个X9Plus，感觉非常不错，音质没的说，照相那对于我个人而言已经非常棒了，运行速度超快，总体感觉非常好，服务非常贴心，还送很多礼品，就是音响没有上次送的好，小了不少，蓝牙音响，对于我来说非常实用，别的就不说了,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0046799,感觉还不错，冲一次电可以用两天，这点我很满意，其他都不错吧，总得来说不错,Ejd,VPAD0101E001,待机或使用时间长
201701ecm0046800,冲着6g运行内存和拍照功能买的，到手果然不让人失望。机身有质感，运行速度快，解锁快，拍照还可以。,Ejd,VPAD0452E001,手感/握感好
201701ecm0046801,冲着拍照功能买的，效果真的不错，像素很好，送的赠品也很多，刚到手，其他性能还在摸索中,Etianmao_hw,VPAD0082E002,拍照效果好
201701ecm0046802,冲着拍照效果来的，果然不出所料，运行也炒鸡流畅，很满意,Ejd,VPAD0082E002,拍照效果好
201701ecm0046804,冲着彭于晏买的VIVOx9 快递一天就到货太给力了 送了好多东西 手机颜直很高 屏幕很大 速度很快 不会卡顿 我没玩大型游戏 性价比很高,Etaobao_hw,VPAD0459E001,外观好看
201701ecm0046809,手机非常好，充电速度很快，待机很长，用起来太棒了！,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0046810,充电速度非常快！ 拍照效果超出我的预期！这晚上拍的效果依然这么好！ 发货速度快！正品旗舰店的服务就是不一样！,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046811,充电速度非常快！ 拍照效果超出我的预期！这晚上拍的效果依然这么好！ 发货速度快！正品旗舰店的服务就是不一样！ 好,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046812,这款手机充电很强大，嫂子使用后觉得手感不错，也很方便，全高清屏幕特别清楚，摸着很不错，颜色对得起这个价格，神速，几个小时就到了,Esuning_hw,VPAD0165E001,充电快
201701ecm0046814,充电速度很快 用了二天了，有时候正在看手机的时候突然就黑屏了，不知道是怎么回事，其它的还没发现什么问题,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046818,充电不卡顿，老公爱不释手啊，自拍特别清晰，摸着很有质感，机身颜色非常不错，果断正品，手机都是苏宁买的,Esuning_hw,VPAD0275E001,喜爱/好用
201701ecm0046820,"充电的速度还不错，比较满意 信号挺强的 总体来说还是不错，后摄像头的效果不是太理想，希望能越来越好 反就速度还挺快的，比较满意 还不错，比较满意 第一次用vivo,感觉还不错，外观好看，快充也很给力；HiFi音效细腻，音质好；同时运存快，内存也基本够用.电池也比较耐用，买家服务态度还不错，不过物流慢了些，希望买家期服务也能跟上，值得推荐。",Etianmao_hw,VPAD0165E001,充电快
201701ecm0046821,充电够快，拍照片还清晰，电池能用两天,Ejd,VPAD0165E001,充电快
201701ecm0046822,电池耐用，充电还快，拍照照片清楚，很好，,Etianmao_hw,VPAD0101E001,待机或使用时间长
201701ecm0046825,充电很迅速，电量比其他安卓手机耐用近一半，反应迅速，就是总觉得i管家清理垃圾不干净。。总体来说用着还不错。,Ejd,VPAD0165E001,充电快
201701ecm0046826,充电就是快，用电也更快。,Ejd,VPAD0165E001,充电快
201701ecm0046828,手机不错 充电拍照 各方面都很好，用了几天感觉很不错，快递小哥服务也很不错！,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0046834,充电数度快 音质很好 还行 挺好 信号较强 态度很好。顺丰快递就是快，两天收到货。不好意思，评价晚了。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046835,充电速度：充电很快。2小时左右充满.。操作流畅性：操作很流畅，机身手感好，系统反应速度快，声音效果好.。拍照效果：拍照清晰度高，双摄像头功能强大.。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046836,充电速度：6666666。音质：66666666。信号强度：666666666。续航能力：66666666666。拍照效果：66666666。,Etianmao_hw,VPAD0082E002,拍照效果好
201701ecm0046837,充电速度：9V高压不快就怪了。音质：vivo不是一直做得就是音质吗。还好吧。又不是专业的设备 大同小异。信号强度：信号很好。国产机的信号都还好。操作流畅性：安卓4G+64G都比较流畅了 至少是刚购机的前半年吧 不狂下软件和玩机的话应该挺好。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046838,充电速度：vivox9 ！！！ 1，拍照效果特别好：采用了独特的前置双摄像头设计，相比常见的后置双摄像头显得特立独行，加之前置柔光灯的配合相信能够在自拍效果上获得巨大提升。2.续航能力：3050的电池，对于我这种非重度手机使用者来说怡天绝对够用。ivo X9内置了3050mAh容量电池，支持双引擎闪充，官方称可以获得两倍于普通手机的充电速度。除此之外vivo X9在充电安全上也下足了功夫，双引擎闪充还拥有九重充电防护系统，带来安心安全的闪充体验。很满意的手机！用了一上午也很流畅！赞赞赞赞赞赞赞赞赞！还送了。,Etianmao_hw,VPAD0101E001,待机或使用时间长
201701ecm0046839,充电速度：宝贝充电蛮快的！。续航能力：充一次电可连续使用3天，电池应该不错！。拍照效果：拍照清晰度很高，特别是晚上拍照很清楚。。操作流畅性：手机用了几天，感觉很不错，反应速度很快。。信号强度：小长假去了山区，信号还有3格。。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046840,充电速度：超级快。续航能力：充一次电，正常使用三天没问题。。音质：很好。拍照效果：很好。我用过三星s6、华为mate8、苹果6，都不如这部vivoX9.太棒了，就是我要的手机。操作流畅性：很流畅，反应超级快。。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046841,充电速度：充电速度很快。操作流畅性：用了二天了，有时候正在看手机的时候突然就黑屏了，不知道是怎么回事，其它的还没发现什么问题。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046842,充电速度：充电的速度还不错，比较满意。信号强度：信号挺强的。拍照效果：总体来说还是不错，后摄像头的效果不是太理想，希望能越来越好。操作流畅性：反就速度还挺快的，比较满意。音质：还不错，比较满意。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046843,充电速度：充电数度快。音质：音质很好。操作流畅性：还行。续航能力：挺好。信号强度：信号较强。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046844,充电速度：充电速度还行吧。。操作流畅性：流畅性很好，速度很快。。拍照效果：拍照效果很不错。。信号强度：信号接收效果很好。。音质：音质非常不错。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046845,充电速度：充电速度太快了。续航能力：特别强。拍照效果：像素特别高 特别清晰 大爱哦。信号强度：满满的，特意用过才来评价的。操作流畅性：触摸屏特别灵敏 机子是我喜欢的。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046846,充电速度：充电速度不是一般的快，快充效果果然不一般。。音质：音质听起来感觉非常好。。操作流畅性：操作速度很流畅，玩游戏一点也不卡。。信号强度：暂时很好，还没到偏远的地方试。。拍照效果：拍照效果刚刚的没得挑剔。。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046849,充电速度：拍照很清晰，很多朋友都说超清晰的。还行吧，也需很快很强大内存大啊爽啊拍照真的牛省电物流简直是神一般的速度，昨天晚上拍，今天中午就到手机前置双摄像头是一大亮点，前置指纹识别也比后置用了几天才来评价的，果然没让我失望，之前用的是华电量还是挺耐用的，一晚上待机耗电百分之左右吧，之前用的是vivox因为屏幕被压坏了，换个屏超大屏，比我的苹果看着都大气，触屏反应特别灵敏这款手机最大的亮点就是拍照，自拍还继承了X的柔光.。,Etianmao_hw,VPAD0079E002,拍照清晰
201701ecm0046850,充电速度：很好。续航能力：还行。信号强度：很好。操作流畅性：很好。拍照效果：还行。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046851,充电速度：很快。续航能力：有10个小时吧。操作流畅性：跟苹果手机一样。拍照效果：有美颜效果，很清晰。音质：不错，送的小音箱很好。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046852,充电速度：很快1小时搞定。拍照效果：拍照清晰。信号强度：很好。操作流畅性：很流畅。音质：超好。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046853,充电速度：很快就充满！。信号强度：很强！。音质：不错！。拍照效果：很好！。操作流畅性：方便！。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046855,充电速度：快 买给老婆的，老婆超喜欢，试了两天才来评价的，机子反应快，指纹解锁很灵敏，摄像头照出来的效果很清晰，特别是前置摄像头，是我老婆最爱的，其它性能都不错值得拥有。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046856,充电速度：快。拍照效果：好。信号强度：强。续航能力：玩不了5把 王者荣耀。音质：可以。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046857,充电速度：快。拍照效果：好。音质：棒。操作流畅性：顺。续航能力：牛。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046858,充电速度：快。拍照效果：效果不错。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046860,充电速度还行吧。 流畅性很好，速度很快。 拍照效果很不错。 信号接收效果很好。 音质非常不错 服务态度很好。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046862,充电速度：全5分，好评，充电大概2个多小时，满意，。信号强度：感觉不错，。拍照效果：挺好！。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046863,充电速度：神速。音质：音质不错。信号强度：信号强。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046865,充电速度：手机前置双摄像头是一大亮点，前置指纹识别也比后置更美观实用，整体颜值很高，主流中高端配置，流畅度很好，送的礼品都是vivo原装的，很实用，5星。。,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0046866,充电速度：手机用了两天，真心不错，款式很好看，用着也很顺畅，尤其是照相功能很强大，相片清晰度很好。。,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0046867,充电速度：手机质感很好，运行速度，像素都很好，真是一分钱一分货啊，有需要还会来的！。,Etianmao_hw,VPAD0284E001,质量好
201701ecm0046868,充电速度：首先说物流很给力，上午11点拍的东西，第二天上午九点就到了，真是神速。手机是正品，原装未开封，包装和赠品都很好，打开后更是心喜，贴了全屏原装膜，速度很快。赠品很好，儿子带着电话手表和VR眼睛爱不释手。感觉物有所值！。,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0046869,充电速度太快了 特别强 像素特别高 特别清晰 大爱哦 满满的，特意用过才来评价的 触摸屏特别灵敏 机子是我喜欢的 卖家特别耐心细心的讲解 不懂的他都会给你解答,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046870,充电速度：挺快。音质：特别好。信号强度：反正比我以前用的手机信都好。拍照效果：前置摄像头柔光自拍不错。操作流畅性：很流畅。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046871,充电速度：外形很漂亮，像素超级棒，内存大，运行速度很快，五分好评。,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0046872,充电速度：充电挺快的。操作流畅性：操作流畅，页面顺畅。信号强度：信号强，回到老家也有信号。拍照效果：拍照效果好，颜色鲜艳，看起来比原图漂亮。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046873,充电速度：一般。信号强度：很强。操作流畅性：一般。拍照效果：挺好。续航能力：很棒。,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0046874,充电速度：暂时还没充电，应该可以，老婆用的也是。音质：很不错。操作流畅性：灵动性很高，轻触效率高。拍照效果：高清，这个价位相当不错了。续航能力：充一次够用两天至少省电模式下。,Etianmao_hw,VPAD0079E002,拍照清晰
201701ecm0046875,充电速度：这是第二个vivo手机 一如既往的不错 双擎充电速度非常快。信号强度：挺强。拍照效果：比起X5效果强很多。操作流畅性：目前还可以 拿到手机运行内存是4G 装了几个软件之后剩2G多一点儿。续航能力：挺好。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046876,充电速度：之前都在用OPPOR7换了看到X9毫不犹豫的 拍下，用了4天没出现什么问题，电量还是挺耐用的，玩游戏3小时去了30%一晚上待机耗电百分之5左右吧，5.5寸正合适一只手可以操作，玩王者荣耀穿越火线狂野飙车效果很逼真也挺流畅的！客服服务周到细心。拍照效果：拍照很清晰，很多朋友都说超清晰的。 强大的像素不是吹的。,Etianmao_hw,VPAD0101E001,待机或使用时间长
201701ecm0046877,充电速度：终于收到了，很棒，运行很快，指纹解锁也很快，操作很里流畅，像素很高，很喜欢。,Etianmao_hw,VPAD0001E001,性能整体感受好
201701ecm0046878,充电速度不是一般的快，快充效果果然不一般。 音质听起来感觉非常好。 操作速度很流畅，玩游戏一点也不卡。 暂时很好，还没到偏远的地方试。 拍照效果刚刚的没得挑剔。 客服的服务态度相当好，还有赠品非常好。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046882,大气 好看 速度超级快 充电也很快 刚拿到手试完了两个小时 无卡顿 非常满意 用段时间再来追评,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0046885,充电又快，拍照图片清晰。尤其是晚上拍夜景。照片太棒了。,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046888,挺不错的充满电，偶尔看两三集电视剧听听歌可以用一天多！以前用苹果的，刚开始还不习惯耍一天就喜欢了。不错不错,Ejd,VPAD0101E001,待机或使用时间长
201701ecm0046889,手机很好，充满电一般用三天左右，拍照功能特强大，喜欢,Ejd,VPAD0275E001,喜爱/好用
201701ecm0046890,电池耐用，充满能持续一天半！ 速度闪充~ 逼真，高清~ 在25楼及地下室均是4格信号~ 音质清晰，响亮 服务周到，细致~,Etianmao_hw,VPAD0101E001,待机或使用时间长
201701ecm0046891,充电挺快的，充满能用一整天，整体还不错！,Etianmao_hw,VPAD0165E001,充电快
201701ecm0046892,出厂就有贴膜还送了很多赠品 挺好 就是处理器速度有点慢,Ejd,VPAD0002E001,其他慢/卡顿(需备注程序名及重现步骤)
201701ecm0046894,发货快 快递快 包装完好 出厂已经贴好的膜很棒 还自带两个壳和替换膜 很周到 像素更棒 完美了,Etianmao_hw,VPAD0088E002,摄像头像素高
201701ecm0046896,东西很好，出来第一时间抢购的，第二天就发货了。拍照没的说美,Ejd,VPAD0082E002,拍照效果好
201701ecm0046910,"除了本机照片是苹果拍的，剩下都是vivo拍摄原图，本人照片拍完原图没有使用自带的美颜修图，总体感觉不错，性价比高。屏幕分辨率也不错，至少比实体店看到的同价位某品牌要好，也是因为实体店看了分辨率不好才坐等x9,实际体验并没有失望白等。送的礼品很多，也很实用。除了充电器头有点脏不像新的以外，都不错。第一次晒这么多图，不太会拍摄?",Ejd,VPAD0082E002,拍照效果好
201701ecm0046919,除了拍照，别的地方太一般啦。,Ejd,VPAD0082E002,拍照效果好
201701ecm0046920,除了拍照好点，其它还真一般吧，毕竟用惯苹果换安卓手机有点不适应，将就用着先吧！,Etianmao_hw,VPAD0082E002,拍照效果好
201701ecm0046921,总的来说除了拍照清晰的其他的功能一般，运行内存4g，实际能用1.6g，缩水非常厉害，再怎么占内存应该也要一半多才像话。还有那个字，无缘无故变空心，一半黑一半空心，以为见鬼了。要不是包装盒给我弄坏就退货了。高价格低配置一点没错，还是小米好用。,Etianmao_hw,VPAD0079E002,拍照清晰
201701ecm0046924,除了图一图二图三是用苹果手机拍的后面都是，Vivo手机照的，大爱哟满意哟，物流确实快得不得了。用了五天之后现在才上来评价感觉还不错了网络方面也挺快的,Ejd,VPAD0275E001,喜爱/好用
201701ecm0046932,处理器6G内存，运行就是快。64G内存估计够用了。,Ejd,VPAD0001E001,性能整体感受好
201701ecm0046934,不错的手机，挺好用的，处理器也不错一点都不卡，hifi音质也不错，手感更不用说了 非常非常的好！星空灰大气上档次,Ejd,VPAD0275E001,喜爱/好用
201701ecm0046935,处理速度超流畅不卡，说不错，前置双摄像头2000万柔光自拍非常清楚，用起来很漂亮，外形非常不错，这物流，没话说，超快,Esuning_hw,VPAD0001E001,性能整体感受好
201701ecm0046936,手机非常好用，触感非常好，内存也和网上看见的一样，物流也很快，10号下单，两天就到了。,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0046949,这款手机非常棒，触屏很灵快， 手感也特别好 回来充了一次电，10分钟充了百分之50 ，简直太棒了 买这款手机主要看中的是拍照，特别清楚，虽然是男生，但还是比较臭美，喜欢拍照 抢信号一流的，苹果手机都不如我这个信号强 卖家的服务也是特别棒的，一开始想办花呗分期，卖家耐心帮我处理，点个赞！,Etianmao_hw,VPAD0452E001,手感/握感好
201701ecm0046952,手机不错，触屏也给力，外形好看，用起来顺手，拍照清楚，送的东西也很多，很喜欢，好评。,Etianmao_hw,VPAD0459E001,外观好看
201701ecm0046954,穿厂服都能拍的这么美，拍照效果杠杠的,Ejd,VPAD0082E002,拍照效果好
201701ecm0046964,此款手机打败了苹果手机，音色，图像，灵敏度都非常不错，国产机超过了进口手机。,Etianmao_hw,VPAD0385E001,外放音质好
201701ecm0046966,苏宁易购值得信赖，快递小哥很给力，次日达的感觉超级好！手机很轻薄，看着很喜欢，功能在继续开发使用中，像素很不错。静静等待赠品的到来,Etianmao_hw,VPAD0275E001,喜爱/好用
201701ecm0046967,从12月初就在盼，等着，几乎没事了就翻看官网，淘宝看看什么时候会上，什么时候预售，终于等到了，满足了我对手机前后摄像头都照相清晰的要求，消息可以分屏，特别好，有时候看着视频和朋友聊天，如果来回切换会很不耐烦，虽然6g运存和64g内存可以存很多东西，不需要外置拓展卡，可还是觉得如果能换的话那样会方便些，个人意见，然后就是主题可选择的太少了，截屏很不方便，有木有快捷键啊？红米和oppo是三指下滑，华为是指关节敲打就行，谁能告诉我这个快捷键是啥？暂时用到这么多了，还没玩几天呢,Etianmao_hw,VPAD0079E002,拍照清晰
201701ecm0046968,从2013年开始用xplay，当时别人都劝我买苹果，但是了解了之后相中了vivo能接U盘这个功能，那会儿常用ppt或者文档，我要赶时间在手机里就能直接改动然后存u盘里，都不用找电脑。后来买了x5pro，真的太好看了特别爱小黄人，我还看到有抗摔测试，去年又买了 x7plus，被柔光美颜和分屏打动。至今我用过的vivo手机就算摔地上出了凹痕也没有碎屏过。,Esuning_hw,VPAD0275E001,喜爱/好用
201701ecm0046974,从x5到x9一直用vivo的 用了一天来评价的 很好,Etianmao_hw,VPAD0275E001,喜爱/好用
